,Name,Database_ID
2418,PAWR,ENSP00000328088
2419,C1S,ENSP00000328173
2420,RIOX2,ENSP00000328251
2421,RNF123,ENSP00000328287
2422,PTTG1IP,ENSP00000328325
2423,DEFA3,ENSP00000328359
2424,DGKA,ENSP00000328405
2425,CRIP2,ENSP00000328521
2426,GLRX5,ENSP00000328570
2427,BRCC3,ENSP00000328641
2428,MOB2,ENSP00000328694
2429,FOXK1,ENSP00000328720
2430,SELENOF,ENSP00000328729
2431,RBM10,ENSP00000328848
2432,NOC4L,ENSP00000328854
2433,PYCR1,ENSP00000328858
2434,TSPO,ENSP00000328973
2435,PAXBP1,ENSP00000328992
2436,HAX1,ENSP00000329002
2437,PPP2R5C,ENSP00000329009
2438,PHF6,ENSP00000329097
2439,FMNL1,ENSP00000329219
2440,IGLL1,ENSP00000329312
2441,SP1,ENSP00000329357
2442,SERPINA7,ENSP00000329374
2443,COPB2,ENSP00000329419
2444,SMTN,ENSP00000329532
2445,H1-10,ENSP00000329662
2446,ATP2C1,ENSP00000329664
2447,EPB41L5,ENSP00000329687
2448,DRG1,ENSP00000329715
2449,CADM1,ENSP00000329797
2450,PPME1,ENSP00000329867
2451,DEFA5,ENSP00000329890
2452,PSMG1,ENSP00000329915
2453,TBK1,ENSP00000329967
2454,PROS1,ENSP00000330021
2455,UPP1,ENSP00000330032
2456,EEF1A1,ENSP00000330054
2457,CNOT10,ENSP00000330060
2458,H1-5,ENSP00000330074
2459,GGT5,ENSP00000330080
2460,RSRC2,ENSP00000330188
2461,TRAPPC6B,ENSP00000330289
2462,DDX41,ENSP00000330349
2463,PTRHD1,ENSP00000330389
2464,CXorf38,ENSP00000330488
2465,NSMCE3,ENSP00000330694
2466,COA5,ENSP00000330730
2467,NDUFA12,ENSP00000330737
2468,NDUFB1,ENSP00000330787
2469,GLRX3,ENSP00000330836
2470,PGP,ENSP00000330918
2471,TMED9,ENSP00000330945
2472,RPS27L,ENSP00000331019
2473,TSSC4,ENSP00000331087
2474,HGS,ENSP00000331201
2475,C11orf54,ENSP00000331209
2476,STING1,ENSP00000331288
2477,RAB11FIP1,ENSP00000331342
2478,SERPINB8,ENSP00000331368
2479,NPLOC4,ENSP00000331487
2480,FBLN1,ENSP00000331544
2481,PRKCD,ENSP00000331602
2482,PKP3,ENSP00000331678
2483,METTL7A,ENSP00000331787
2484,MRPL54,ENSP00000331849
2485,PRMT3,ENSP00000331879
2486,IDH2,ENSP00000331897
2487,EEF1G,ENSP00000331901
2488,CROT,ENSP00000331981
2489,CARMIL1,ENSP00000331983
2490,CFD,ENSP00000332139
2491,NOP10,ENSP00000332198
2492,CRELD2,ENSP00000332223
2493,ALDH1A3,ENSP00000332256
2494,TNFAIP2,ENSP00000332326
2495,DDX28,ENSP00000332340
2496,KPNA2,ENSP00000332455
2497,OLFML1,ENSP00000332511
2498,MFSD10,ENSP00000332646
2499,PURA,ENSP00000332706
2500,TANGO2,ENSP00000332721
2501,H2AC21,ENSP00000332790
2502,PTK2B,ENSP00000332816
2503,NR2C2AP,ENSP00000332823
2504,UQCR10,ENSP00000332887
2505,NFXL1,ENSP00000333113
2506,RGS19,ENSP00000333194
2507,SERPINA5,ENSP00000333203
2508,UBA7,ENSP00000333266
2509,LAMP1,ENSP00000333298
2510,MRPL40,ENSP00000333401
2511,RAB11B,ENSP00000333547
2512,PLPBP,ENSP00000333551
2513,MTA1,ENSP00000333633
2514,SLC52A2,ENSP00000333638
2515,MX2,ENSP00000333657
2516,ACAA1,ENSP00000333664
2517,ADI1,ENSP00000333666
2518,SHMT2,ENSP00000333667
2519,BSG,ENSP00000333769
2520,CMTM4,ENSP00000333833
2521,MRPL12,ENSP00000333837
2522,CIB1,ENSP00000333873
2523,RPS6KA4,ENSP00000333896
2524,NEXN,ENSP00000333938
2525,COQ6,ENSP00000333946
2526,PARVA,ENSP00000334008
2527,EMC10,ENSP00000334037
2528,LGMN,ENSP00000334052
2529,HDAC6,ENSP00000334061
2530,EXOC7,ENSP00000334100
2531,RFTN1,ENSP00000334153
2532,PFDN5,ENSP00000334188
2533,C2CD5,ENSP00000334229
2534,HLA-F,ENSP00000334263
2535,TACC2,ENSP00000334280
2536,KPNA4,ENSP00000334373
2537,AMACR,ENSP00000334424
2538,GNG2,ENSP00000334448
2539,SREK1,ENSP00000334538
2540,PPIL2,ENSP00000334553
2541,PES1,ENSP00000334612
2542,RHOT1,ENSP00000334724
2543,PITPNB,ENSP00000334738
2544,PKM,ENSP00000334983
2545,ARID2,ENSP00000335044
2546,FAM91A1,ENSP00000335082
2547,PPP1CC,ENSP00000335084
2548,ATP5IF1,ENSP00000335203
2549,ENTPD5,ENSP00000335246
2550,STARD10,ENSP00000335247
2551,TMLHE,ENSP00000335261
2552,DLST,ENSP00000335304
2553,SF3B1,ENSP00000335321
2554,PIP5K1C,ENSP00000335333
2555,CDC42BPA,ENSP00000335341
2556,TRAPPC11,ENSP00000335371
2557,PLCH1,ENSP00000335469
2558,PLCD1,ENSP00000335600
2559,CHP1,ENSP00000335632
2560,PSME3IP1,ENSP00000335808
2561,SEC13,ENSP00000336566
2562,ACOT9,ENSP00000336580
2563,P2RX4,ENSP00000336607
2564,AP1S1,ENSP00000336666
2565,CBX3,ENSP00000336687
2566,TNPO1,ENSP00000336712
2567,LARP1,ENSP00000336721
2568,TBC1D22A,ENSP00000336724
2569,DHX15,ENSP00000336741
2570,HIP1,ENSP00000336747
2571,ANG,ENSP00000336762
2572,SYNM,ENSP00000336775
2573,EIF5A,ENSP00000336776
2574,SLK,ENSP00000336824
2575,PLS1,ENSP00000336831
2576,HMG20A,ENSP00000336856
2577,RBBP9,ENSP00000336866
2578,SLC44A2,ENSP00000336888
2579,ARHGAP10,ENSP00000336923
2580,CPNE1,ENSP00000336945
2581,CLPTM1,ENSP00000336994
2582,SEL1L,ENSP00000337053
2583,ZFYVE16,ENSP00000337159
2584,PRPF4B,ENSP00000337194
2585,LIPA,ENSP00000337354
2586,ZFP36L1,ENSP00000337386
2587,UNG,ENSP00000337398
2588,PCID2,ENSP00000337405
2589,NXN,ENSP00000337443
2590,ELAC2,ENSP00000337445
2591,AGPAT1,ENSP00000337463
2592,SRA1,ENSP00000337513
2593,RNASEH2B,ENSP00000337623
2594,PPP2R5E,ENSP00000337641
2595,SEC62,ENSP00000337688
2596,AKAP1,ENSP00000337736
2597,RAB27A,ENSP00000337761
2598,MPP7,ENSP00000337907
2599,SUGP2,ENSP00000337926
2600,DNAJB2,ENSP00000338019
2601,SPRYD4,ENSP00000338034
2602,TBXAS1,ENSP00000338087
2603,SNTB2,ENSP00000338191
2604,MTDH,ENSP00000338235
2605,CDC42EP4,ENSP00000338258
2606,ROMO1,ENSP00000338293
2607,SGCD,ENSP00000338343
2608,SNCA,ENSP00000338345
2609,UBE2G2,ENSP00000338348
2610,UBA1,ENSP00000338413
2611,CYB5R3,ENSP00000338461
2612,HNRNPF,ENSP00000338477
2613,EPB41L2,ENSP00000338481
2614,FNDC3B,ENSP00000338523
2615,STX3,ENSP00000338562
2616,THEM6,ENSP00000338607
2617,UGP2,ENSP00000338703
2618,ATXN2L,ENSP00000338718
2619,NECAP2,ENSP00000338746
2620,ZC3H15,ENSP00000338788
2621,BRIX1,ENSP00000338862
2622,EZR,ENSP00000338934
2623,TUBB,ENSP00000339001
2624,GRB2,ENSP00000339007
2625,ATAD1,ENSP00000339016
2626,RPLP0,ENSP00000339027
2627,TPM3,ENSP00000339035
2628,VIPAS39,ENSP00000339122
2629,RRP1B,ENSP00000339145
2630,CPM,ENSP00000339157
2631,AIDA,ENSP00000339161
2632,CAV1,ENSP00000339191
2633,YTHDC1,ENSP00000339245
2634,TRIO,ENSP00000339299
2635,BABAM2,ENSP00000339371
2636,CRYZ,ENSP00000339399
2637,RHOG,ENSP00000339467
2638,NT5C2,ENSP00000339479
2639,NELFB,ENSP00000339495
2640,RSU1,ENSP00000339521
2641,POP1,ENSP00000339529
2642,THUMPD3,ENSP00000339532
2643,H1-2,ENSP00000339566
2644,ANK1,ENSP00000339620
2645,TRIM2,ENSP00000339659
2646,CD82,ENSP00000339686
2647,NDUFA4,ENSP00000339720
2648,THBS4,ENSP00000339730
2649,RPL7,ENSP00000339795
2650,MIOS,ENSP00000339881
2651,NISCH,ENSP00000339958
2652,HSPD1,ENSP00000340019
2653,LIMA1,ENSP00000340184
2654,CORO1B,ENSP00000340211
2655,KLC4,ENSP00000340221
2656,MAP3K20,ENSP00000340257
2657,ACOT11,ENSP00000340260
2658,PARK7,ENSP00000340278
2659,EIF4G2,ENSP00000340281
2660,CAPRIN1,ENSP00000340329
2661,ERMP1,ENSP00000340427
2662,S100A14,ENSP00000340463
2663,PPL,ENSP00000340510
2664,ARMCX3,ENSP00000340672
2665,MAOA,ENSP00000340684
2666,GLS,ENSP00000340689
2667,TBC1D23,ENSP00000340693
2668,GIPC1,ENSP00000340698
2669,BRI3BP,ENSP00000340761
2670,ZNF326,ENSP00000340796
2671,TRIM3,ENSP00000340797
2672,GTF2F2,ENSP00000340823
2673,OSTF1,ENSP00000340836
2674,PVR,ENSP00000340870
2675,ASH2L,ENSP00000340896
2676,MIA3,ENSP00000340900
2677,ATP2B4,ENSP00000340930
2678,PTPN11,ENSP00000340944
2679,TEX264,ENSP00000340969
2680,SFN,ENSP00000340989
2681,CDC42,ENSP00000341072
2682,MRPL20,ENSP00000341082
2683,SDSL,ENSP00000341117
2684,PTN,ENSP00000341170
2685,STAT5A,ENSP00000341208
2686,TRADD,ENSP00000341268
2687,TUBB4B,ENSP00000341289
2688,GGA1,ENSP00000341344
2689,ERGIC3,ENSP00000341358
2690,COBLL1,ENSP00000341360
2691,SMC4,ENSP00000341382
2692,ABHD12,ENSP00000341408
2693,SEPTIN6,ENSP00000341524
2694,SMAD4,ENSP00000341551
2695,FAM114A2,ENSP00000341597
2696,C15orf48,ENSP00000341610
2697,THYN1,ENSP00000341657
2698,NADK,ENSP00000341679
2699,DTNBP1,ENSP00000341680
2700,DAP3,ENSP00000341692
2701,AKT1S1,ENSP00000341698
2702,ENSA,ENSP00000341743
2703,SYNE2,ENSP00000341781
2704,GOLGB1,ENSP00000341848
2705,RPS2,ENSP00000341885
2706,RASAL3,ENSP00000341905
2707,PALM,ENSP00000341911
2708,ENG,ENSP00000341917
2709,XRCC4,ENSP00000342011
2710,PRDX6,ENSP00000342026
2711,BPGM,ENSP00000342032
2712,CS,ENSP00000342056
2713,CTSB,ENSP00000342070
2714,SLPI,ENSP00000342082
2715,LMO7,ENSP00000342112
2716,DMBT1,ENSP00000342210
2717,SLC25A15,ENSP00000342267
2718,OAS2,ENSP00000342278
2719,MED22,ENSP00000342343
2720,SNRPD2,ENSP00000342374
2721,BAZ1B,ENSP00000342434
2722,ATP9A,ENSP00000342481
2723,PARVB,ENSP00000342492
2724,PYCR2,ENSP00000342502
2725,IL4I1,ENSP00000342557
2726,PPM1G,ENSP00000342778
2727,RPL28,ENSP00000342787
2728,PKP2,ENSP00000342800
2729,SERPINA6,ENSP00000342850
2730,FERMT2,ENSP00000342858
2731,ADNP,ENSP00000342905
2732,SRSF10,ENSP00000342913
2733,SDCBP2,ENSP00000342935
2734,ATP6V0A1,ENSP00000342951
2735,SERINC1,ENSP00000342962
2736,CLYBL,ENSP00000342991
2737,B3GLCT,ENSP00000343002
2738,GNAI1,ENSP00000343027
2739,HM13,ENSP00000343032
2740,HMGB1,ENSP00000343040
2741,RBM5,ENSP00000343054
2742,JAK1,ENSP00000343204
2743,ATG5,ENSP00000343313
2744,ANKFY1,ENSP00000343362
2745,EIF4G1,ENSP00000343450
2746,BCAP31,ENSP00000343458
2747,USP7,ENSP00000343535
2748,PRRC2C,ENSP00000343629
2749,MEAK7,ENSP00000343635
2750,MCCC2,ENSP00000343657
2751,DPYSL3,ENSP00000343690
2752,KPNA1,ENSP00000343701
2753,MTMR2,ENSP00000343737
2754,BROX,ENSP00000343742
2755,DICER1,ENSP00000343745
2756,CORO2A,ENSP00000343746
2757,UGT1A10,ENSP00000343838
2758,MRRF,ENSP00000343867
2759,PPA2,ENSP00000343885
2760,SMARCA4,ENSP00000343896
2761,PRELP,ENSP00000343924
2762,HEPH,ENSP00000343939
2763,PSPC1,ENSP00000343966
2764,TRIM14,ENSP00000343990
2765,NUDT2,ENSP00000344187
2766,RNASE1,ENSP00000344193
2767,PDPK1,ENSP00000344220
2768,UBE2L3,ENSP00000344259
2769,FOCAD,ENSP00000344307
2770,DPM3,ENSP00000344338
2771,MBOAT7,ENSP00000344377
2772,CTNNB1,ENSP00000344456
2773,H1-0,ENSP00000344504
2774,PTMA,ENSP00000344547
2775,FIBP,ENSP00000344572
2776,APOL3,ENSP00000344577
2777,CDK5RAP3,ENSP00000344683
2778,STAMBP,ENSP00000344742
2779,S100A13,ENSP00000344822
2780,SLC25A40,ENSP00000344831
2781,SEPTIN7,ENSP00000344868
2782,FBLN5,ENSP00000345008
2783,CSRP1,ENSP00000345079
2784,MAP2K3,ENSP00000345083
2785,RPL14,ENSP00000345156
2786,APOD,ENSP00000345179
2787,UBQLN2,ENSP00000345195
2788,EPB41,ENSP00000345259
2789,NDRG3,ENSP00000345292
2790,PTGES2,ENSP00000345341
2791,CTSL,ENSP00000345344
2792,PAPLN,ENSP00000345395
2793,CPSF7,ENSP00000345412
2794,SAMM50,ENSP00000345445
2795,PARN,ENSP00000345456
2796,PLSCR1,ENSP00000345494
2797,SLC35F6,ENSP00000345528
2798,RAB5C,ENSP00000345689
2799,DLGAP4,ENSP00000345700
2800,TOR1A,ENSP00000345719
2801,DLG1,ENSP00000345731
2802,DNMT1,ENSP00000345739
2803,ZC3H7B,ENSP00000345793
2804,ANP32B,ENSP00000345848
2805,SLC26A3,ENSP00000345873
2806,NUP50,ENSP00000345895
2807,LYAR,ENSP00000345917
2808,RPS21,ENSP00000345957
2809,RPL3,ENSP00000346001
2810,RPL36AL,ENSP00000346012
2811,RPL27A,ENSP00000346015
2812,RPL9,ENSP00000346022
2813,RPL21,ENSP00000346027
2814,RPLP1,ENSP00000346037
2815,RPS3A,ENSP00000346050
2816,RPL7L1,ENSP00000346063
2817,RPSA,ENSP00000346067
2818,RPL22L1,ENSP00000346080
2819,RPL22,ENSP00000346088
2820,GPX4,ENSP00000346103
2821,DDX21,ENSP00000346120
2822,DPAGT1,ENSP00000346142
2823,PRKAA1,ENSP00000346148
2824,NDUFV3,ENSP00000346196
2825,TAP1,ENSP00000346206
2826,AP2A1,ENSP00000346246
2827,S100A4,ENSP00000346294
2828,CRKL,ENSP00000346300
2829,COPS8,ENSP00000346340
2830,RNH1,ENSP00000346402
2831,ATG7,ENSP00000346437
2832,IPO4,ENSP00000346453
2833,WDR91,ENSP00000346466
2834,DDRGK1,ENSP00000346483
2835,RMDN2,ENSP00000346549
2836,ANXA6,ENSP00000346550
2837,MAP7,ENSP00000346581
2838,MED23,ENSP00000346588
2839,THRAP3,ENSP00000346634
2840,HKDC1,ENSP00000346643
2841,HNRNPA2B1,ENSP00000346694
2842,SND1,ENSP00000346762
2843,ALDH9A1,ENSP00000346827
2844,FN1,ENSP00000346839
2845,GABPA,ENSP00000346886
2846,TMEM205,ENSP00000346954
2847,PIP4K2C,ENSP00000347032
2848,FMOD,ENSP00000347041
2849,PDE5A,ENSP00000347046
2850,KIF16B,ENSP00000347076
2851,NUMB,ENSP00000347169
2852,HTT,ENSP00000347184
2853,GPAA1,ENSP00000347206
2854,LIMS2,ENSP00000347240
2855,ITSN2,ENSP00000347244
2856,MRPL52,ENSP00000347277
2857,SPART,ENSP00000347314
2858,SEC31A,ENSP00000347329
2859,ATP6V1H,ENSP00000347359
2860,TBC1D9B,ENSP00000347375
2861,OCLN,ENSP00000347379
2862,AP3M1,ENSP00000347408
2863,MINK1,ENSP00000347427
2864,TDRD7,ENSP00000347444
2865,GIT2,ENSP00000347464
2866,THSD4,ENSP00000347484
2867,WARS1,ENSP00000347495
2868,ZFYVE19,ENSP00000347498
2869,MIER1,ENSP00000347514
2870,SHTN1,ENSP00000347532
2871,SAP30BP,ENSP00000347592
2872,EFEMP1,ENSP00000347596
2873,NUDCD3,ENSP00000347626
2874,ZNF512,ENSP00000347648
2875,COL18A1,ENSP00000347665
2876,DHCR7,ENSP00000347717
2877,TBCD,ENSP00000347719
2878,TRRAP,ENSP00000347733
2879,SYNJ2,ENSP00000347792
2880,UBE2H,ENSP00000347836
2881,XIAP,ENSP00000347858
2882,VAT1,ENSP00000347872
2883,DNM2,ENSP00000347890
2884,FNBP1,ENSP00000347907
2885,STRN3,ENSP00000347909
2886,COA4,ENSP00000347919
2887,SFXN4,ENSP00000347924
2888,NDUFA5,ENSP00000347988
2889,ZC3H7A,ENSP00000347999
2890,SERPINA1,ENSP00000348068
2891,HNRNPAB,ENSP00000348093
2892,PDLIM7,ENSP00000348099
2893,KHDRBS3,ENSP00000348108
2894,DBI,ENSP00000348116
2895,PLS3,ENSP00000348163
2896,HP,ENSP00000348170
2897,SLC25A46,ENSP00000348211
2898,ZMYND8,ENSP00000348246
2899,MBP,ENSP00000348273
2900,STK39,ENSP00000348278
2901,CYP20A1,ENSP00000348380
2902,LAMB3,ENSP00000348384
2903,NCDN,ENSP00000348394
2904,NPEPL1,ENSP00000348395
2905,ACSL5,ENSP00000348429
2906,PSMD12,ENSP00000348442
2907,RAC1,ENSP00000348461
2908,NF1,ENSP00000348498
2909,GTF3C1,ENSP00000348510
2910,UBA5,ENSP00000348565
2911,AKAP9,ENSP00000348573
2912,RANGAP1,ENSP00000348577
2913,G3BP1,ENSP00000348578
2914,GALNT6,ENSP00000348668
2915,PAK1,ENSP00000348696
2916,UPF2,ENSP00000348708
2917,PICALM,ENSP00000348718
2918,LSS,ENSP00000348762
2919,ARIH2,ENSP00000348769
2920,ACOX3,ENSP00000348775
2921,IGBP1,ENSP00000348784
2922,RAP1A,ENSP00000348786
2923,RPS26,ENSP00000348849
2924,STOML2,ENSP00000348886
2925,PIGR,ENSP00000348888
2926,PLD3,ENSP00000348901
2927,CCDC25,ENSP00000348933
2928,MAN1A2,ENSP00000348959
2929,DYNC1H1,ENSP00000348965
2930,SON,ENSP00000348984
2931,PEX14,ENSP00000349016
2932,KDM1A,ENSP00000349049
2933,GANAB,ENSP00000349053
2934,ARHGEF12,ENSP00000349056
2935,FDPS,ENSP00000349078
2936,PPP4R2,ENSP00000349124
2937,ATP5F1C,ENSP00000349142
2938,ITGAL,ENSP00000349252
2939,SPTBN1,ENSP00000349259
2940,ACADVL,ENSP00000349297
2941,NHEJ1,ENSP00000349313
2942,TNPO2,ENSP00000349321
2943,SASH3,ENSP00000349359
2944,RAB18,ENSP00000349415
2945,IGF2R,ENSP00000349437
2946,CLCC1,ENSP00000349456
2947,ADPRH,ENSP00000349496
2948,CAVIN1,ENSP00000349541
2949,DCTD,ENSP00000349576
2950,XPNPEP3,ENSP00000349658
2951,DYNLRB1,ENSP00000349679
2952,GM2A,ENSP00000349687
2953,CEPT1,ENSP00000349696
2954,SFPQ,ENSP00000349748
2955,FKBP5,ENSP00000349811
2956,GFPT1,ENSP00000349860
2957,APAF1,ENSP00000349862
2958,ATP13A1,ENSP00000349877
2959,HDGF,ENSP00000349878
2960,GET3,ENSP00000349887
2961,FAS,ENSP00000349896
2962,RTF2,ENSP00000349906
2963,RPRD1A,ENSP00000349955
2964,MVP,ENSP00000349977
2965,C7orf50,ENSP00000350011
2966,ACSL3,ENSP00000350012
2967,MOV10,ENSP00000350028
2968,SSBP3,ENSP00000350067
2969,QRICH1,ENSP00000350094
2970,TOR4A,ENSP00000350102
2971,DHRS9,ENSP00000350154
2972,FXR1,ENSP00000350170
2973,IPO5,ENSP00000350219
2974,SLC30A7,ENSP00000350278
2975,TRMT1,ENSP00000350352
2976,NEGR1,ENSP00000350364
2977,GOLGA7,ENSP00000350378
2978,APOA4,ENSP00000350425
2979,COPS5,ENSP00000350512
2980,STMN1,ENSP00000350531
2981,FN1,ENSP00000350534
2982,NEDD4L,ENSP00000350569
2983,DDC,ENSP00000350616
2984,DDX47,ENSP00000350698
2985,AIMP1,ENSP00000350699
2986,RAD23B,ENSP00000350708
2987,GMFB,ENSP00000350757
2988,HMGN5,ENSP00000350848
2989,SERPINH1,ENSP00000350894
2990,EPHB4,ENSP00000350896
2991,BDH1,ENSP00000350914
2992,RABEP2,ENSP00000350934
2993,TES,ENSP00000350937
2994,SRC,ENSP00000350941
2995,TNKS1BP1,ENSP00000350990
2996,HSD17B11,ENSP00000351035
2997,PAK4,ENSP00000351049
2998,ZC3HC1,ENSP00000351052
2999,PPHLN1,ENSP00000351066
3000,SUSD2,ENSP00000351075
3001,MYOF,ENSP00000351094
3002,FRYL,ENSP00000351113
3003,CDHR5,ENSP00000351118
3004,XAB2,ENSP00000351137
3005,WTAP,ENSP00000351141
3006,ATL1,ENSP00000351155
3007,GSTK1,ENSP00000351181
3008,ITIH2,ENSP00000351190
3009,TOMM7,ENSP00000351214
3010,TRIM33,ENSP00000351250
3011,PSMB10,ENSP00000351314
3012,CSDE1,ENSP00000351329
3013,TMA16,ENSP00000351380
3014,PRKAR1A,ENSP00000351410
3015,ANKRD17,ENSP00000351416
3016,WDR5,ENSP00000351446
3017,MAX,ENSP00000351490
3018,UBL5,ENSP00000351492
3019,CTNND1,ENSP00000351527
3020,GATAD2A,ENSP00000351552
3021,SMTN,ENSP00000351593
3022,TTC37,ENSP00000351596
3023,FAM3D,ENSP00000351632
3024,MICAL1,ENSP00000351664
3025,FAM114A1,ENSP00000351740
3026,LPAR1,ENSP00000351755
3027,VCP,ENSP00000351777
3028,EDC4,ENSP00000351811
3029,MARCHF5,ENSP00000351813
3030,RAB3GAP2,ENSP00000351832
3031,NUMA1,ENSP00000351851
3032,PDE3A,ENSP00000351957
3033,WWP2,ENSP00000352069
3034,CD163,ENSP00000352071
3035,SUPT5H,ENSP00000352117
3036,B4GALT4,ENSP00000352144
3037,BCS1L,ENSP00000352219
3038,CTPS2,ENSP00000352222
3039,XRCC6,ENSP00000352257
3040,CD2AP,ENSP00000352264
3041,PLXNB2,ENSP00000352288
3042,ARAP1,ENSP00000352332
3043,HK1,ENSP00000352398
3044,NUP214,ENSP00000352400
3045,RPE,ENSP00000352401
3046,BABAM1,ENSP00000352408
3047,MFAP5,ENSP00000352455
3048,SLC33A1,ENSP00000352456
3049,MPZL1,ENSP00000352513
3050,INPP5D,ENSP00000352575
3051,AKR1B10,ENSP00000352584
3052,RBM12,ENSP00000352668
3053,SUPV3L1,ENSP00000352678
3054,FN1,ENSP00000352696
3055,HIBCH,ENSP00000352706
3056,NIF3L1,ENSP00000352711
3057,G3BP2,ENSP00000352738
3058,MDK,ENSP00000352852
3059,ARPC5,ENSP00000352918
3060,PDLIM7,ENSP00000352964
3061,FAM3C,ENSP00000353025
3062,PTPRF,ENSP00000353030
3063,SRSF2,ENSP00000353089
3064,MCMBP,ENSP00000353098
3065,HLA-DRB1,ENSP00000353099
3066,AHNAK2,ENSP00000353114
3067,ARRB1,ENSP00000353124
3068,SEPTIN2,ENSP00000353157
3069,TFRC,ENSP00000353224
3070,MAK16,ENSP00000353246
3071,ERGIC2,ENSP00000353270
3072,MSN,ENSP00000353408
3073,PRKAR1B,ENSP00000353415
3074,RAB5B,ENSP00000353444
3075,GSDMB,ENSP00000353465
3076,FLNA,ENSP00000353467
3077,ANKS1A,ENSP00000353518
3078,EIF2B3,ENSP00000353575
3079,SIN3A,ENSP00000353622
3080,MORF4L2,ENSP00000353643
3081,COL4A2,ENSP00000353654
3082,MME,ENSP00000353679
3083,CES1,ENSP00000353720
3084,ETF1,ENSP00000353741
3085,SCAF1,ENSP00000353769
3086,P4HA2,ENSP00000353772
3087,TPPP,ENSP00000353785
3088,LONP1,ENSP00000353826
3089,PPP3CB,ENSP00000353881
3090,ADARB1,ENSP00000353920
3091,GTPBP4,ENSP00000354040
3092,SCYL2,ENSP00000354061
3093,MRPL37,ENSP00000354086
3094,DNAJC5,ENSP00000354111
3095,EIF3B,ENSP00000354125
3096,ERC1,ENSP00000354158
3097,AOC1,ENSP00000354193
3098,UBE2Z,ENSP00000354201
3099,PPP1R13L,ENSP00000354218
3100,MPC1,ENSP00000354223
3101,NCKAP1,ENSP00000354251
3102,UBA3,ENSP00000354340
3103,RAB25,ENSP00000354376
3104,STAT1,ENSP00000354394
3105,MICU1,ENSP00000354415
3106,PAPSS2,ENSP00000354436
3107,RBM39,ENSP00000354437
3108,C8A,ENSP00000354458
3109,GOLGA4,ENSP00000354486
3110,PHLDB1,ENSP00000354498
3111,MT-CO1,ENSP00000354499
3112,COMT,ENSP00000354511
3113,CALD1,ENSP00000354513
3114,TOP1,ENSP00000354522
3115,MRPL24,ENSP00000354525
3116,PNP,ENSP00000354532
3117,MTOR,ENSP00000354558
3118,MRPL21,ENSP00000354580
3119,ACOT7,ENSP00000354615
3120,MT-ATP6,ENSP00000354632
3121,ARHGEF11,ENSP00000354644
3122,MAGT1,ENSP00000354649
3123,OSTC,ENSP00000354676
3124,OPA1,ENSP00000354681
3125,L1CAM,ENSP00000354712
3126,SMC3,ENSP00000354720
3127,CHAMP1,ENSP00000354730
3128,RPL12,ENSP00000354739
3129,IPO9,ENSP00000354742
3130,COA3,ENSP00000354762
3131,SPRYD7,ENSP00000354774
3132,MT-ND5,ENSP00000354813
3133,CALD1,ENSP00000354826
3134,ABHD14B,ENSP00000354841
3135,KIFBP,ENSP00000354848
3136,OGA,ENSP00000354850
3137,KIF21A,ENSP00000354851
3138,MT-CO2,ENSP00000354876
3139,EEF1AKNMT,ENSP00000354920
3140,DMD,ENSP00000354923
3141,CAPZA2,ENSP00000354947
3142,MT-ND4,ENSP00000354961
3143,NAA35,ENSP00000354972
3144,ILF2,ENSP00000355011
3145,CTR9,ENSP00000355013
3146,MT-ND2,ENSP00000355046
3147,CTNNBL1,ENSP00000355050
3148,ARHGEF10L,ENSP00000355060
3149,KRT19,ENSP00000355124
3150,COL6A1,ENSP00000355180
3151,HMGN2,ENSP00000355228
3152,BECN1,ENSP00000355231
3153,CDC42BPB,ENSP00000355237
3154,EPS8L3,ENSP00000355255
3155,MT-ATP8,ENSP00000355265
3156,LDB3,ENSP00000355296
3157,RPL39,ENSP00000355315
3158,PSMB5,ENSP00000355325
3159,TGM2,ENSP00000355330
3160,UBAP2L,ENSP00000355343
3161,SLC34A3,ENSP00000355353
3162,CD47,ENSP00000355361
3163,AKR7A3,ENSP00000355377
3164,MPHOSPH8,ENSP00000355388
3165,AHCTF1,ENSP00000355464
3166,SCCPDH,ENSP00000355467
3167,TFB2M,ENSP00000355471
3168,ADSS2,ENSP00000355493
3169,CEP170,ENSP00000355500
3170,FH,ENSP00000355518
3171,HEATR1,ENSP00000355541
3172,TOMM20,ENSP00000355566
3173,IRF2BP2,ENSP00000355568
3174,COA6,ENSP00000355571
3175,NTPCR,ENSP00000355587
3176,TSNAX,ENSP00000355599
3177,EXOC8,ENSP00000355605
3178,GNPAT,ENSP00000355607
3179,C1orf198,ENSP00000355623
3180,AGT,ENSP00000355627
3181,COG2,ENSP00000355629
3182,GALNT2,ENSP00000355632
3183,ABCB10,ENSP00000355637
3184,ACTA1,ENSP00000355645
3185,RAB4A,ENSP00000355651
3186,IBA57,ENSP00000355672
3187,COQ8A,ENSP00000355739
3188,THBS2,ENSP00000355751
3189,PARP1,ENSP00000355759
3190,ACBD3,ENSP00000355777
3191,TMEM63A,ENSP00000355800
3192,ENAH,ENSP00000355808
3193,MTARC1,ENSP00000355877
3194,MTARC2,ENSP00000355880
3195,IARS2,ENSP00000355889
3196,EPRS1,ENSP00000355890
3197,LYPLAL1,ENSP00000355895
3198,RRP15,ENSP00000355899
3199,NENF,ENSP00000355955
3200,LPGAT1,ENSP00000355963
3201,IRF6,ENSP00000355988
